"Input","Output","Frequency","HarmonicUniformity"
"inawet","inawet-RAISE-F","32","0.00424909950811224"
"inawet","inawet-RAISE-B","0","0.995750900491888"
"ingele","ingele-RAISE-F","1","0.416961492576243"
"ingele","ingele-RAISE-B","0","0.583038507423757"
"ipade","ipade-RAISE-F","241","0.00545460121186449"
"ipade","ipade-RAISE-B","1","0.994545398788136"
"ipadila","ipadila-RAISE-F","60","0.989308041267879"
"ipadila","ipadila-RAISE-B","0","0.0106919587321206"
"iptixarlan","iptixarlan-RAISE-F","0","0.98135911693519"
"iptixarlan","iptixarlan-RAISE-B","5","0.01864088306481"
"iqamet","iqamet-RAISE-F","1","0.0110270536776887"
"iqamet","iqamet-RAISE-B","0","0.988972946322311"
"irade","irade-RAISE-F","545","0.0146363319500661"
"irade","irade-RAISE-B","2","0.985363668049934"
"irlandiye","irlandiye-RAISE-F","1","0.0759882648479148"
"irlandiye","irlandiye-RAISE-B","0","0.924011735152085"
"ishare","ishare-RAISE-F","2","0.0134760212750484"
"ishare","ishare-RAISE-B","0","0.986523978724952"
"isharetle","isharetle-RAISE-F","13","0.151499847879878"
"isharetle","isharetle-RAISE-B","0","0.848500152120122"
"ishghaliyet","ishghaliyet-RAISE-F","57","0.0211644323588113"
"ishghaliyet","ishghaliyet-RAISE-B","0","0.978835567641189"
"ishxana","ishxana-RAISE-F","2","0.996640828466992"
"ishxana","ishxana-RAISE-B","634","0.0033591715330078"
"iskenje","iskenje-RAISE-F","154","0.0372037024931075"
"iskenje","iskenje-RAISE-B","0","0.962796297506892"
"ispaniye","ispaniye-RAISE-F","24","0.00983386223410147"
"ispaniye","ispaniye-RAISE-B","0","0.990166137765899"
"isparta","isparta-RAISE-F","0","0.941301325521599"
"isparta","isparta-RAISE-B","1","0.0586986744784014"
"ispatla","ispatla-RAISE-F","0","0.997307488255595"
"ispatla","ispatla-RAISE-B","121","0.00269251174440499"
"ispatname","ispatname-RAISE-F","8","0.301918968642873"
"ispatname","ispatname-RAISE-B","0","0.698081031357127"
"isra'iliye","isra'iliye-RAISE-F","19","0.00655148757349023"
"isra'iliye","isra'iliye-RAISE-B","0","0.99344851242651"
"istansa","istansa-RAISE-F","2","0.994553610784286"
"istansa","istansa-RAISE-B","212","0.00544638921571416"
"istiqamet","istiqamet-RAISE-F","1","0.0720644450413696"
"istiqamet","istiqamet-RAISE-B","0","0.92793555495863"
"istirahetxana","istirahetxana-RAISE-F","0","0.888707384797772"
"istirahetxana","istirahetxana-RAISE-B","1","0.111292615202228"
"ita'et","ita'et-RAISE-F","3","0.00891162800163379"
"ita'et","ita'et-RAISE-B","0","0.991088371998366"
"italiye","italiye-RAISE-F","21","0.00541856815790626"
"italiye","italiye-RAISE-B","0","0.994581431842094"
"ixchamla","ixchamla-RAISE-F","0","0.94625109832287"
"ixchamla","ixchamla-RAISE-B","1","0.0537489016771301"
"izahla","izahla-RAISE-F","0.999999999999999","0.986246553795941"
"izahla","izahla-RAISE-B","12","0.013753446204059"
"izzetle","izzetle-RAISE-F","10","0.184128887019375"
"izzetle","izzetle-RAISE-B","0","0.815871112980625"
"jada","jada-RAISE-F","0","0.928923678306915"
"jada","jada-RAISE-B","2","0.0710763216930852"
"jahalet","jahalet-RAISE-F","2","0.00516373451683022"
"jahalet","jahalet-RAISE-B","0","0.99483626548317"
"jakarla","jakarla-RAISE-F","0","0.995489582824037"
"jakarla","jakarla-RAISE-B","60","0.00451041717596345"
"jakarname","jakarname-RAISE-F","0","0.512174432227143"
"jakarname","jakarname-RAISE-B","1","0.487825567772857"
"jama'et","jama'et-RAISE-F","374","0.00237766677968893"
"jama'et","jama'et-RAISE-B","0","0.997622333220311"
"janane","janane-RAISE-F","0","0.748681390792949"
"janane","janane-RAISE-B","2","0.251318609207051"
"jangza","jangza-RAISE-F","0","0.974683497994555"
"jangza","jangza-RAISE-B","7","0.0253165020054449"
"janlan","janlan-RAISE-F","0","0.990753597107295"
"janlan","janlan-RAISE-B","48","0.00924640289270529"
"jarahet","jarahet-RAISE-F","12","0.00857071266538634"
"jarahet","jarahet-RAISE-B","0","0.991429287334614"
"jarangla","jarangla-RAISE-F","0","0.966906561018828"
"jarangla","jarangla-RAISE-B","3","0.0330934389811721"
"jasaret","jasaret-RAISE-F","69","0.00719853868951615"
"jasaret","jasaret-RAISE-B","0","0.992801461310484"
"jasaretlen","jasaretlen-RAISE-F","2","0.162403975305243"
"jasaretlen","jasaretlen-RAISE-B","0","0.837596024694757"
"jayla","jayla-RAISE-F","0","0.950925263694781"
"jayla","jayla-RAISE-B","2","0.0490747363052187"
"jaylash","jaylash-RAISE-F","0","0.985058676586565"
"jaylash","jaylash-RAISE-B","10","0.0149413234134352"
"jaza","jaza-RAISE-F","0","0.999524493275523"
"jaza","jaza-RAISE-B","12","0.000475506724476715"
"jazala","jazala-RAISE-F","0","0.99587902994381"
"jazala","jazala-RAISE-B","67","0.0041209700561905"
"jazalash","jazalash-RAISE-F","0","0.990341848021205"
"jazalash","jazalash-RAISE-B","37","0.00965815197879516"
"jazibe","jazibe-RAISE-F","1","0.214669306248692"
"jazibe","jazibe-RAISE-B","0","0.785330693751308"
"jede","jede-RAISE-F","1","0.416961492576243"
"jede","jede-RAISE-B","0","0.583038507423757"
"jédellesh","jédellesh-RAISE-F","1","0.119484992566621"
"jédellesh","jédellesh-RAISE-B","0","0.880515007433379"
"jedwel","jedwel-RAISE-F","32","0.0111389547753918"
"jedwel","jedwel-RAISE-B","0","0.988861045224608"
"jehennem","jehennem-RAISE-F","1","0.011749713666823"
"jehennem","jehennem-RAISE-B","0","0.988250286333177"
"jem'iyet","jem'iyet-RAISE-F","1004","0.00203532085639945"
"jem'iyet","jem'iyet-RAISE-B","0","0.997964679143601"
"jem'yet","jem'yet-RAISE-F","2","0.0686828216266359"
"jem'yet","jem'yet-RAISE-B","0","0.931317178373364"
"jemi'et","jemi'et-RAISE-F","1","0.0453493060381305"
"jemi'et","jemi'et-RAISE-B","0","0.95465069396187"
"jemiyet","jemiyet-RAISE-F","408","0.00133565985425156"
"jemiyet","jemiyet-RAISE-B","0","0.998664340145748"
"jemle","jemle-RAISE-F","4","0.198836309062594"
"jemle","jemle-RAISE-B","0","0.801163690937406"
"jemlesh","jemlesh-RAISE-F","1","0.21694113518762"
"jemlesh","jemlesh-RAISE-B","0","0.78305886481238"
"jengname","jengname-RAISE-F","1","0.207104496118316"
"jengname","jengname-RAISE-B","0","0.792895503881684"
"jennet","jennet-RAISE-F","12","0.00295762277860463"
"jennet","jennet-RAISE-B","0","0.997042377221395"
"jerimane","jerimane-RAISE-F","15","0.00532127083502832"
"jerimane","jerimane-RAISE-B","1","0.994678729164972"
"jeset","jeset-RAISE-F","13","0.00660257139367118"
"jeset","jeset-RAISE-B","0","0.993397428606329"
"jewher","jewher-RAISE-F","3","0.00843901858689145"
"jewher","jewher-RAISE-B","0","0.991560981413109"
"jezire","jezire-RAISE-F","14","0.011184336112458"
"jezire","jezire-RAISE-B","0","0.988815663887542"
"jinayet","jinayet-RAISE-F","215","0.00191203163784997"
"jinayet","jinayet-RAISE-B","0","0.99808796836215"
"jismaniyet","jismaniyet-RAISE-F","6","0.087696350829203"
"jismaniyet","jismaniyet-RAISE-B","0","0.912303649170797"
"jora","jora-RAISE-F","0","0.982251347533834"
"jora","jora-RAISE-B","5","0.017748652466166"
"joza","joza-RAISE-F","0","0.987335841055064"
"joza","joza-RAISE-B","44","0.0126641589449358"
"jughlanma","jughlanma-RAISE-F","0","0.981334670681668"
"jughlanma","jughlanma-RAISE-B","12","0.0186653293183315"
"julala","julala-RAISE-F","0","0.959538329269646"
"julala","julala-RAISE-B","4","0.0404616707303539"
"jumhuriyet","jumhuriyet-RAISE-F","654","0.00274993952763796"
"jumhuriyet","jumhuriyet-RAISE-B","4","0.997250060472362"
"jüple","jüple-RAISE-F","1","0.347403662332999"
"jüple","jüple-RAISE-B","0","0.652596337667001"
"jür'et","jür'et-RAISE-F","9","0.00240155612617455"
"jür'et","jür'et-RAISE-B","0","0.997598443873825"
"jurnal","jurnal-RAISE-F","0","0.977549401272755"
"jurnal","jurnal-RAISE-B","3","0.0224505987272453"
"juwawa","juwawa-RAISE-F","0","0.9675495472486"
"juwawa","juwawa-RAISE-B","2","0.0324504527514003"
"kachat","kachat-RAISE-F","0","0.965350530850888"
"kachat","kachat-RAISE-B","9","0.0346494691491117"
"kafédra","kafédra-RAISE-F","0","0.991860730898216"
"kafédra","kafédra-RAISE-B","87","0.00813926910178431"
"kala","kala-RAISE-F","0","0.994202693326007"
"kala","kala-RAISE-B","57","0.00579730667399314"
"kaliforniye","kaliforniye-RAISE-F","8","0.00632716760243459"
"kaliforniye","kaliforniye-RAISE-B","0","0.993672832397565"
"kalla","kalla-RAISE-F","0","0.99514419323821"
"kalla","kalla-RAISE-B","199","0.00485580676179043"
"kamalet","kamalet-RAISE-F","15","0.0057696168123592"
"kamalet","kamalet-RAISE-B","0","0.994230383187641"
"kamar","kamar-RAISE-F","0","0.986697587424519"
"kamar","kamar-RAISE-B","71","0.0133024125754807"
"kaméra","kaméra-RAISE-F","0","0.991007201906003"
"kaméra","kaméra-RAISE-B","23","0.00899279809399711"
"kana","kana-RAISE-F","0","0.985723789548487"
"kana","kana-RAISE-B","38","0.0142762104515126"
"kanay","kanay-RAISE-F","1","0.989337775411182"
"kanay","kanay-RAISE-B","5","0.0106622245888184"
"kapalet","kapalet-RAISE-F","29","0.00125145349742931"
"kapalet","kapalet-RAISE-B","1","0.998748546502571"
"kapaletlen","kapaletlen-RAISE-F","1","0.347403662332999"
"kapaletlen","kapaletlen-RAISE-B","0","0.652596337667001"
"kapaletname","kapaletname-RAISE-F","5","0.140410417729586"
"kapaletname","kapaletname-RAISE-B","1","0.859589582270414"
"kapsha","kapsha-RAISE-F","0","0.939604242922474"
"kapsha","kapsha-RAISE-B","1","0.0603957570775264"
"karamet","karamet-RAISE-F","7","0.013981107216715"
"karamet","karamet-RAISE-B","0","0.986018892783285"
"kariwat","kariwat-RAISE-F","2","0.991947133299165"
"kariwat","kariwat-RAISE-B","26","0.00805286670083527"
"karta","karta-RAISE-F","0","0.992503809177406"
"karta","karta-RAISE-B","61","0.00749619082259401"
"karwan","karwan-RAISE-F","0","0.996119514258906"
"karwan","karwan-RAISE-B","13","0.00388048574109423"
"karwat","karwat-RAISE-F","0","0.981985946603469"
"karwat","karwat-RAISE-B","6","0.0180140533965309"
"karxana","karxana-RAISE-F","0","0.997770667086731"
"karxana","karxana-RAISE-B","761","0.00222933291326943"
"kasa","kasa-RAISE-F","0","0.963823599843741"
"kasa","kasa-RAISE-B","2","0.0361764001562589"
"kasapet","kasapet-RAISE-F","1","0.0432257252601378"
"kasapet","kasapet-RAISE-B","0","0.956774274739862"
"kasatlash","kasatlash-RAISE-F","0","0.961344585272871"
"kasatlash","kasatlash-RAISE-B","2","0.0386554147271292"
"kasha","kasha-RAISE-F","0","0.881232687269075"
"kasha","kasha-RAISE-B","1","0.118767312730925"
"kashila","kashila-RAISE-F","0","0.992327655353728"
"kashila","kashila-RAISE-B","46","0.00767234464627187"
"kassa","kassa-RAISE-F","0","0.982896647661893"
"kassa","kassa-RAISE-B","35","0.0171033523381073"
"katégoriye","katégoriye-RAISE-F","63","0.00938121507503843"
"katégoriye","katégoriye-RAISE-B","0","0.990618784924962"
"katta","katta-RAISE-F","0","0.906561882652986"
"katta","katta-RAISE-B","1","0.0934381173470136"
"kawa","kawa-RAISE-F","0","0.985987027820456"
"kawa","kawa-RAISE-B","10","0.0140129721795437"
"kawap","kawap-RAISE-F","0","0.99212937905728"
"kawap","kawap-RAISE-B","1","0.00787062094271995"
"kawapxana","kawapxana-RAISE-F","0","0.963188969306035"
"kawapxana","kawapxana-RAISE-B","3","0.0368110306939652"
"kelime","kelime-RAISE-F","31","0.0318043601426644"
"kelime","kelime-RAISE-B","0","0.968195639857336"
"kélishimname","kélishimname-RAISE-F","32","0.206801208500677"
"kélishimname","kélishimname-RAISE-B","0","0.793198791499323"
"kembeghellesh","kembeghellesh-RAISE-F","1","0.213292481426084"
"kembeghellesh","kembeghellesh-RAISE-B","0","0.786707518573916"
"kemer","kemer-RAISE-F","1","0.0323238999684107"
"kemer","kemer-RAISE-B","0","0.967676100031589"
"kengesh","kengesh-RAISE-F","1","0.0791782022203035"
"kengesh","kengesh-RAISE-B","0","0.920821797779697"
"kengre","kengre-RAISE-F","1","0.061195503578765"
"kengre","kengre-RAISE-B","0","0.938804496421235"
"kepe","kepe-RAISE-F","48","0.0496346336592286"
"kepe","kepe-RAISE-B","0","0.950365366340771"
"képenle","képenle-RAISE-F","1","0.25004517864738"
"képenle","képenle-RAISE-B","0","0.74995482135262"
"kepter","kepter-RAISE-F","1","0.00658646138206985"
"kepter","kepter-RAISE-B","0","0.99341353861793"
"kerem","kerem-RAISE-F","29","0.0531626908257894"
"kerem","kerem-RAISE-B","0","0.946837309174211"
"kereshme","kereshme-RAISE-F","3","0.309350112400126"
"kereshme","kereshme-RAISE-B","0","0.690649887599874"
"keshte","keshte-RAISE-F","8","0.211495824040857"
"keshte","keshte-RAISE-B","0","0.788504175959143"
"kesipdash","kesipdash-RAISE-F","0","0.988070669028162"
"kesipdash","kesipdash-RAISE-B","1","0.0119293309718378"
"kesiplesh","kesiplesh-RAISE-F","4","0.151191947040323"
"kesiplesh","kesiplesh-RAISE-B","0","0.848808052959677"
"ketküche","ketküche-RAISE-F","20","0.586811832734628"
"ketküche","ketküche-RAISE-B","0","0.413188167265372"
"ketmen","ketmen-RAISE-F","10","0.00347062941451248"
"ketmen","ketmen-RAISE-B","0","0.996529370585488"
"kinaye","kinaye-RAISE-F","45","0.0263449576282994"
"kinaye","kinaye-RAISE-B","2","0.973655042371701"
"kinolash","kinolash-RAISE-F","0","0.906561882652986"
"kinolash","kinolash-RAISE-B","1","0.0934381173470136"
"kinoxana","kinoxana-RAISE-F","0","0.980656846644686"
"kinoxana","kinoxana-RAISE-B","36","0.0193431533553139"
"kirgüche","kirgüche-RAISE-F","26","0.253554167732097"
"kirgüche","kirgüche-RAISE-B","0","0.746445832267903"
"kirxana","kirxana-RAISE-F","0","0.881232687269075"
"kirxana","kirxana-RAISE-B","1","0.118767312730925"
"kishenle","kishenle-RAISE-F","1","0.219075969764941"
"kishenle","kishenle-RAISE-B","0","0.780924030235059"
"kitabche","kitabche-RAISE-F","0","0.48327250461712"
"kitabche","kitabche-RAISE-B","40","0.51672749538288"
"kitabxana","kitabxana-RAISE-F","2","0.991390762596971"
"kitabxana","kitabxana-RAISE-B","102","0.00860923740302932"
"kocha","kocha-RAISE-F","0","0.997577602778712"
"kocha","kocha-RAISE-B","2019","0.0024223972212879"
"köchet","köchet-RAISE-F","1","0.00629287787848589"
"köchet","köchet-RAISE-B","0","0.993707122121514"
"kochila","kochila-RAISE-F","0","0.939604242922474"
"kochila","kochila-RAISE-B","3","0.0603957570775264"
"köchmen","köchmen-RAISE-F","1","0.0011155335449351"
"köchmen","köchmen-RAISE-B","0","0.998884466455065"
"köchürme","köchürme-RAISE-F","6","0.163566930215757"
"köchürme","köchürme-RAISE-B","0","0.836433069784243"
"kokula","kokula-RAISE-F","0","0.942525861645924"
"kokula","kokula-RAISE-B","1","0.0574741383540756"
"kola","kola-RAISE-F","0","0.990658509867498"
"kola","kola-RAISE-B","10","0.00934149013250163"
"koldurma","koldurma-RAISE-F","0","0.965634820971008"
"koldurma","koldurma-RAISE-B","5","0.0343651790289916"
"kölem","kölem-RAISE-F","26","0.00118990064089342"
"kölem","kölem-RAISE-B","0","0.998810099359107"
"komanda","komanda-RAISE-F","0","0.996610162287713"
"komanda","komanda-RAISE-B","460","0.00338983771228696"
"komissariyat","komissariyat-RAISE-F","0","0.908598366177253"
"komissariyat","komissariyat-RAISE-B","1","0.0914016338227466"
"kommuna","kommuna-RAISE-F","0","0.975626392342005"
"kommuna","kommuna-RAISE-B","3","0.0243736076579946"
"kompartiye","kompartiye-RAISE-F","190","0.00151243655851459"
"kompartiye","kompartiye-RAISE-B","0","0.998487563441485"
"kömürxana","kömürxana-RAISE-F","0","0.936699469984195"
"kömürxana","kömürxana-RAISE-B","2","0.0633005300158049"
"kona","kona-RAISE-F","0","0.954455550735432"
"kona","kona-RAISE-B","6","0.0455444492645685"
"konar","konar-RAISE-F","0","0.928923678306915"
"konar","konar-RAISE-B","2","0.0710763216930852"
"konsulxana","konsulxana-RAISE-F","2.00000000000001","0.995732189095109"
"konsulxana","konsulxana-RAISE-B","267","0.00426781090489126"
"köpey","köpey-RAISE-F","7","0.00513792031252919"
"köpey","köpey-RAISE-B","1","0.994862079687471"
"köpeytme","köpeytme-RAISE-F","1","0.264887092607748"
"köpeytme","köpeytme-RAISE-B","0","0.735112907392252"
"köpinche","köpinche-RAISE-F","75","0.220751592052043"
"köpinche","köpinche-RAISE-B","0","0.779248407947957"
"köptürme","köptürme-RAISE-F","2","0.347403662332999"
"köptürme","köptürme-RAISE-B","0","0.652596337667001"
"kora","kora-RAISE-F","0","0.951381908796856"
"kora","kora-RAISE-B","3","0.0486180912031442"
"körengle","körengle-RAISE-F","4","0.264887092607748"
"körengle","körengle-RAISE-B","0","0.735112907392252"
"körgezme","körgezme-RAISE-F","994","0.0114686613040579"
"körgezme","körgezme-RAISE-B","0","0.988531338695942"
"körgezmixana","körgezmixana-RAISE-F","0","0.968795805349881"
"körgezmixana","körgezmixana-RAISE-B","8","0.0312041946501195"
"koriye","koriye-RAISE-F","110","0.00593107199946355"
"koriye","koriye-RAISE-B","0","0.994068928000536"
"korla","korla-RAISE-F","0","0.995696760362685"
"korla","korla-RAISE-B","100","0.00430323963731483"
"körset","körset-RAISE-F","371","0.00264170239707903"
"körset","körset-RAISE-B","17","0.997358297602921"
"körsetme","körsetme-RAISE-F","139","0.0521975254672361"
"körsetme","körsetme-RAISE-B","0","0.947802474532764"
"kötüre","kötüre-RAISE-F","7","0.0392701113323653"
"kötüre","kötüre-RAISE-B","0","0.960729888667635"
"koza","koza-RAISE-F","0","0.976004897417436"
"koza","koza-RAISE-B","7","0.023995102582564"
"közet","közet-RAISE-F","45","0.0296802427964026"
"közet","közet-RAISE-B","1","0.970319757203597"
"közle","közle-RAISE-F","87","0.00713833238401183"
"közle","közle-RAISE-B","0","0.992861667615988"
"közqarash","közqarash-RAISE-F","0","0.991638327661241"
"közqarash","közqarash-RAISE-B","8","0.00836167233875873"
"kristallan","kristallan-RAISE-F","0","0.906561882652986"
"kristallan","kristallan-RAISE-B","1","0.0934381173470136"
"krodiye","krodiye-RAISE-F","1","0.112624425012631"
"krodiye","krodiye-RAISE-B","0","0.887375574987369"
"kucha","kucha-RAISE-F","1","0.995350864090786"
"kucha","kucha-RAISE-B","3","0.00464913590921434"
"küche","küche-RAISE-F","23","0.139322880420844"
"küche","küche-RAISE-B","0","0.860677119579156"
"küchey","küchey-RAISE-F","4","0.0080736488428877"
"küchey","küchey-RAISE-B","5","0.991926351157112"
"küchlen","küchlen-RAISE-F","31","0.0475432629162535"
"küchlen","küchlen-RAISE-B","1","0.952456737083747"
"küchsizlen","küchsizlen-RAISE-F","1","0.309350112400126"
"küchsizlen","küchsizlen-RAISE-B","0","0.690649887599874"
"kula","kula-RAISE-F","0","0.956327701071975"
"kula","kula-RAISE-B","1","0.0436722989280247"
"külbe","külbe-RAISE-F","3","0.13596650941238"
"külbe","külbe-RAISE-B","0","0.86403349058762"
"külpet","külpet-RAISE-F","3","0.00401282856447572"
"külpet","külpet-RAISE-B","0","0.995987171435524"
"kupayilen","kupayilen-RAISE-F","1","0.0654444604539298"
"kupayilen","kupayilen-RAISE-B","0","0.93455553954607"
"küresh","küresh-RAISE-F","7","0.00216218190866739"
"küresh","küresh-RAISE-B","0","0.997837818091333"
"kürpe","kürpe-RAISE-F","1","0.416961492576243"
"kürpe","kürpe-RAISE-B","0","0.583038507423757"
"küshende","küshende-RAISE-F","6","0.123008101617067"
"küshende","küshende-RAISE-B","0","0.876991898382933"
"kutupxana","kutupxana-RAISE-F","2.00000000000001","0.992403706881796"
"kutupxana","kutupxana-RAISE-B","144","0.00759629311820431"
"kütüpxana","kütüpxana-RAISE-F","8","0.98896536830387"
"kütüpxana","kütüpxana-RAISE-B","62","0.0110346316961304"
"kütüwal","kütüwal-RAISE-F","1","0.99461313841656"
"kütüwal","kütüwal-RAISE-B","3","0.00538686158344048"
"küye","küye-RAISE-F","2","0.0442865021391183"
"küye","küye-RAISE-B","0","0.955713497860882"
"lale","lale-RAISE-F","10","0.0272674807568302"
"lale","lale-RAISE-B","0","0.97273251924317"
"lalma","lalma-RAISE-F","0","0.939604242922474"
"lalma","lalma-RAISE-B","3","0.0603957570775264"
"lama","lama-RAISE-F","0","0.995648367264859"
"lama","lama-RAISE-B","4","0.00435163273514061"
"lampa","lampa-RAISE-F","0","0.972395582279385"
"lampa","lampa-RAISE-B","5","0.0276044177206145"
"lata","lata-RAISE-F","0","0.983766638530163"
"lata","lata-RAISE-B","23","0.016233361469837"
"latapet","latapet-RAISE-F","1","0.0268268751471942"
"latapet","latapet-RAISE-B","0","0.973173124852806"
"lawa","lawa-RAISE-F","0","0.949558176895317"
"lawa","lawa-RAISE-B","4","0.0504418231046835"
"layihe","layihe-RAISE-F","1065","0.00396182519745696"
"layihe","layihe-RAISE-B","1","0.996038174802543"
"layihele","layihele-RAISE-F","3","0.0302903002750163"
"layihele","layihele-RAISE-B","0","0.969709699724984"
"layihelesh","layihelesh-RAISE-F","1","0.264887092607748"
"layihelesh","layihelesh-RAISE-B","0","0.735112907392252"
"laza","laza-RAISE-F","0","0.980627218928017"
"laza","laza-RAISE-B","6","0.0193727810719831"
"lehze","lehze-RAISE-F","4","0.0705619992428404"
"lehze","lehze-RAISE-B","0","0.92943800075716"
"lenet","lenet-RAISE-F","17","0.0119939739206041"
"lenet","lenet-RAISE-B","0","0.988006026079396"
"lengmen","lengmen-RAISE-F","1","0.00847811988408125"
"lengmen","lengmen-RAISE-B","0","0.991521880115919"
"lepilde","lepilde-RAISE-F","8","0.140478735365172"
"lepilde","lepilde-RAISE-B","0","0.859521264634828"
"lerze","lerze-RAISE-F","177","0.0709052574415419"
"lerze","lerze-RAISE-B","0","0.929094742558458"
"letipe","letipe-RAISE-F","37","0.0310617764042697"
"letipe","letipe-RAISE-B","0","0.96893822359573"
"lexme","lexme-RAISE-F","2","0.0352197827181955"
"lexme","lexme-RAISE-B","0","0.964780217281804"
"leyle","leyle-RAISE-F","3","0.0777976518792433"
"leyle","leyle-RAISE-B","0","0.922202348120757"
"lezzet","lezzet-RAISE-F","8","0.00759224895147281"
"lezzet","lezzet-RAISE-B","0","0.992407751048527"
"lezzetlen","lezzetlen-RAISE-F","2","0.13596650941238"
"lezzetlen","lezzetlen-RAISE-B","0","0.86403349058762"
"lutpulla","lutpulla-RAISE-F","0","0.993579757430533"
"lutpulla","lutpulla-RAISE-B","1","0.00642024256946716"
"madda","madda-RAISE-F","0","0.996443167341827"
"madda","madda-RAISE-B","1114","0.0035568326581733"
"maharet","maharet-RAISE-F","116","0.00669642372935247"
"maharet","maharet-RAISE-B","1","0.993303576270648"
"mahiyet","mahiyet-RAISE-F","146","0.00923633682378667"
"mahiyet","mahiyet-RAISE-B","0","0.990763663176213"
"maje","maje-RAISE-F","1","0.0623261600437852"
"maje","maje-RAISE-B","0","0.937673839956215"
"makanlash","makanlash-RAISE-F","0","0.982738742704042"
"makanlash","makanlash-RAISE-B","9","0.0172612572959576"
"makédoniye","makédoniye-RAISE-F","1","0.024328974457816"
"makédoniye","makédoniye-RAISE-B","0","0.975671025542184"
"malamet","malamet-RAISE-F","2","0.032402257648186"
"malamet","malamet-RAISE-B","0","0.967597742351814"
"malay","malay-RAISE-F","2","0.983146457090349"
"malay","malay-RAISE-B","0","0.0168535429096506"
"malta","malta-RAISE-F","0","0.949390683454028"
"malta","malta-RAISE-B","2","0.0506093165459722"
"manglay","manglay-RAISE-F","0","0.991016930176168"
"manglay","manglay-RAISE-B","25","0.00898306982383179"
"manta","manta-RAISE-F","0","0.98927813634443"
"manta","manta-RAISE-B","21","0.0107218636555696"
"maqulla","maqulla-RAISE-F","0","0.994343753334965"
"maqulla","maqulla-RAISE-B","65","0.0056562466650345"
"mashina","mashina-RAISE-F","0","0.99646824765338"
"mashina","mashina-RAISE-B","419","0.00353175234661995"
"mashinilash","mashinilash-RAISE-F","0","0.964241683991442"
"mashinilash","mashinilash-RAISE-B","1","0.0357583160085579"
"mashna","mashna-RAISE-F","0","0.952806089166376"
"mashna","mashna-RAISE-B","5","0.0471939108336241"
"maslash","maslash-RAISE-F","0","0.990870232648628"
"maslash","maslash-RAISE-B","45","0.00912976735137172"
"massa","massa-RAISE-F","0","0.981230440170838"
"massa","massa-RAISE-B","12","0.0187695598291615"
"maxta","maxta-RAISE-F","0","0.991556602914399"
"maxta","maxta-RAISE-B","28","0.00844339708560116"
"maysa","maysa-RAISE-F","3","0.979495947510172"
"maysa","maysa-RAISE-B","16","0.0205040524898277"
"mazar","mazar-RAISE-F","0","0.996314600796731"
"mazar","mazar-RAISE-B","55","0.00368539920326871"
"medeniyet","medeniyet-RAISE-F","1140","0.00140930100633899"
"medeniyet","medeniyet-RAISE-B","1","0.998590698993661"
"medeniylesh","medeniylesh-RAISE-F","1","0.18858416189693"
"medeniylesh","medeniylesh-RAISE-B","0","0.81141583810307"
"medet","medet-RAISE-F","2","0.00289266077158275"
"medet","medet-RAISE-B","0","0.997107339228417"
"medhiyile","medhiyile-RAISE-F","23","0.0117332817014369"
"medhiyile","medhiyile-RAISE-B","0","0.988266718298563"
"mediniyet","mediniyet-RAISE-F","6","0.0235817250560889"
"mediniyet","mediniyet-RAISE-B","0","0.976418274943911"
"medrise","medrise-RAISE-F","241","0.0237707953904077"
"medrise","medrise-RAISE-B","0","0.976229204609592"
"méduza","méduza-RAISE-F","0","0.899169897166788"
"méduza","méduza-RAISE-B","1","0.100830102833212"
"meghlubiyet","meghlubiyet-RAISE-F","18","0.00504845877128967"
"meghlubiyet","meghlubiyet-RAISE-B","0","0.99495154122871"
"meghrurlan","meghrurlan-RAISE-F","0","0.986432772567528"
"meghrurlan","meghrurlan-RAISE-B","13","0.0135672274324717"
"mehbube","mehbube-RAISE-F","1","0.0866690597148929"
"mehbube","mehbube-RAISE-B","0","0.913330940285107"
"mehelle","mehelle-RAISE-F","1443","0.0117080789873005"
"mehelle","mehelle-RAISE-B","0","0.988291921012699"
"méhmanxana","méhmanxana-RAISE-F","0","0.99646696721044"
"méhmanxana","méhmanxana-RAISE-B","597","0.00353303278956019"
"mehrem","mehrem-RAISE-F","1","0.0548952519581125"
"mehrem","mehrem-RAISE-B","0","0.945104748041887"
"mejburiyet","mejburiyet-RAISE-F","72","0.01288913204488"
"mejburiyet","mejburiyet-RAISE-B","0","0.98711086795512"
"mejlisxana","mejlisxana-RAISE-F","0","0.949350648644307"
"mejlisxana","mejlisxana-RAISE-B","4","0.0506493513556929"
"memedana","memedana-RAISE-F","0","0.928923678306915"
"memedana","memedana-RAISE-B","1","0.0710763216930852"
"memuriyet","memuriyet-RAISE-F","129","0.0264459434593899"
"memuriyet","memuriyet-RAISE-B","0","0.97355405654061"
"menche","menche-RAISE-F","0","0.846100340614703"
"menche","menche-RAISE-B","1","0.153899659385297"
"menpe'et","menpe'et-RAISE-F","194","0.00151426048973735"
"menpe'et","menpe'et-RAISE-B","0","0.998485739510263"
"mensep","mensep-RAISE-F","9","0.0068039275721542"
"mensep","mensep-RAISE-B","0","0.993196072427846"
"menzire","menzire-RAISE-F","292","0.0189162098773949"
"menzire","menzire-RAISE-B","1","0.981083790122605"
"mepkure","mepkure-RAISE-F","31","0.0280704530495194"
"mepkure","mepkure-RAISE-B","4","0.971929546950481"
