"","","","*Unraised","HarmonizeBack","HarmonizeFront"
"muharibe","muharibe-F","0","1","",""
"","muharibe-B","0","1","","1"
"","muharibe-RAISE-F","1","","",""
"","muharibe-RAISE-B","0","","","1"
"muhasire","muhasire-F","0","1","",""
"","muhasire-B","0","1","","1"
"","muhasire-RAISE-F","81","","",""
"","muhasire-RAISE-B","0","","","1"
"muhebbet","muhebbet-F","0","1","",""
"","muhebbet-B","0","1","","1"
"","muhebbet-RAISE-F","72","","",""
"","muhebbet-RAISE-B","0","","","1"
"muhebbetlesh","muhebbetlesh-F","0","1","",""
"","muhebbetlesh-B","0","1","","1"
"","muhebbetlesh-RAISE-F","2","","",""
"","muhebbetlesh-RAISE-B","0","","","1"
"mujessemle","mujessemle-F","0","1","",""
"","mujessemle-B","0","1","","1"
"","mujessemle-RAISE-F","2","","",""
"","mujessemle-RAISE-B","0","","","1"
"mukapatla","mukapatla-F","0","1","1",""
"","mukapatla-B","0","1","",""
"","mukapatla-RAISE-F","0","","1",""
"","mukapatla-RAISE-B","19","","",""
"mukemmellesh","mukemmellesh-F","0","1","",""
"","mukemmellesh-B","0","1","","1"
"","mukemmellesh-RAISE-F","5","","",""
"","mukemmellesh-RAISE-B","0","","","1"
"mulahize","mulahize-F","0","1","",""
"","mulahize-B","0","1","","1"
"","mulahize-RAISE-F","731","","",""
"","mulahize-RAISE-B","1","","","1"
"mulazimet","mulazimet-F","0","1","",""
"","mulazimet-B","0","1","","1"
"","mulazimet-RAISE-F","36","","",""
"","mulazimet-RAISE-B","1","","","1"
"muma","muma-F","0","1","1",""
"","muma-B","0","1","",""
"","muma-RAISE-F","0","","1",""
"","muma-RAISE-B","1","","",""
"munare","munare-F","0","1","",""
"","munare-B","0","1","","1"
"","munare-RAISE-F","3","","",""
"","munare-RAISE-B","12","","","1"
"munasiwet","munasiwet-F","0","1","",""
"","munasiwet-B","0","1","","1"
"","munasiwet-RAISE-F","681","","",""
"","munasiwet-RAISE-B","1","","","1"
"munasiwetlesh","munasiwetlesh-F","0","1","",""
"","munasiwetlesh-B","0","1","","1"
"","munasiwetlesh-RAISE-F","1","","",""
"","munasiwetlesh-RAISE-B","0","","","1"
"munazire","munazire-F","0","1","",""
"","munazire-B","0","1","","1"
"","munazire-RAISE-F","762","","",""
"","munazire-RAISE-B","0","","","1"
"munazirilesh","munazirilesh-F","0","1","",""
"","munazirilesh-B","0","1","","1"
"","munazirilesh-RAISE-F","4","","",""
"","munazirilesh-RAISE-B","0","","","1"
"munber","munber-F","0","1","",""
"","munber-B","0","1","","1"
"","munber-RAISE-F","152","","",""
"","munber-RAISE-B","2","","","1"
"mungdash","mungdash-F","0","1","1",""
"","mungdash-B","0","1","",""
"","mungdash-RAISE-F","0","","1",""
"","mungdash-RAISE-B","15","","",""
"munglan","munglan-F","0","1","1",""
"","munglan-B","0","1","",""
"","munglan-RAISE-F","0","","1",""
"","munglan-RAISE-B","1","","",""
"muntizimlash","muntizimlash-F","0","1","1",""
"","muntizimlash-B","0","1","",""
"","muntizimlash-RAISE-F","0","","1",""
"","muntizimlash-RAISE-B","2","","",""
"muqawa","muqawa-F","0","1","1",""
"","muqawa-B","0","1","",""
"","muqawa-RAISE-F","0","","1",""
"","muqawa-RAISE-B","82","","",""
"muqeddime","muqeddime-F","0","1","",""
"","muqeddime-B","0","1","","1"
"","muqeddime-RAISE-F","114","","",""
"","muqeddime-RAISE-B","0","","","1"
"muraji'et","muraji'et-F","0","1","",""
"","muraji'et-B","0","1","","1"
"","muraji'et-RAISE-F","10","","",""
"","muraji'et-RAISE-B","0","","","1"
"murat","murat-F","0","1","1",""
"","murat-B","0","1","",""
"","murat-RAISE-F","0","","1",""
"","murat-RAISE-B","3","","",""
"murda","murda-F","0","1","1",""
"","murda-B","0","1","",""
"","murda-RAISE-F","0","","1",""
"","murda-RAISE-B","14","","",""
"müre","müre-F","0","1","",""
"","müre-B","0","1","","1"
"","müre-RAISE-F","145","","",""
"","müre-RAISE-B","0","","","1"
"murekkeplesh","murekkeplesh-F","0","1","",""
"","murekkeplesh-B","0","1","","1"
"","murekkeplesh-RAISE-F","4","","",""
"","murekkeplesh-RAISE-B","0","","","1"
"muresselesh","muresselesh-F","0","1","",""
"","muresselesh-B","0","1","","1"
"","muresselesh-RAISE-F","2","","",""
"","muresselesh-RAISE-B","0","","","1"
"musape","musape-F","0","1","",""
"","musape-B","0","1","","1"
"","musape-RAISE-F","345","","",""
"","musape-RAISE-B","47","","","1"
"musapirxana","musapirxana-F","0","1","1",""
"","musapirxana-B","0","1","",""
"","musapirxana-RAISE-F","1","","1",""
"","musapirxana-RAISE-B","0","","",""
"musha'ire","musha'ire-F","0","1","",""
"","musha'ire-B","0","1","","1"
"","musha'ire-RAISE-F","7","","",""
"","musha'ire-RAISE-B","0","","","1"
"mushtlash","mushtlash-F","0","1","1",""
"","mushtlash-B","0","1","",""
"","mushtlash-RAISE-F","0","","1",""
"","mushtlash-RAISE-B","1","","",""
"musibet","musibet-F","0","1","",""
"","musibet-B","0","1","","1"
"","musibet-RAISE-F","2","","",""
"","musibet-RAISE-B","0","","","1"
"mustehkemle","mustehkemle-F","0","1","",""
"","mustehkemle-B","0","1","","1"
"","mustehkemle-RAISE-F","50","","",""
"","mustehkemle-RAISE-B","0","","","1"
"muzla","muzla-F","0","1","1",""
"","muzla-B","0","1","",""
"","muzla-RAISE-F","0","","1",""
"","muzla-RAISE-B","2","","",""
"nacha","nacha-F","0","1","1",""
"","nacha-B","0","1","",""
"","nacha-RAISE-F","0","","1",""
"","nacha-RAISE-B","1","","",""
"nacharlash","nacharlash-F","0","1","1",""
"","nacharlash-B","0","1","",""
"","nacharlash-RAISE-F","0","","1",""
"","nacharlash-RAISE-B","22","","",""
"nahiye","nahiye-F","0","1","",""
"","nahiye-B","0","1","","1"
"","nahiye-RAISE-F","1926","","",""
"","nahiye-RAISE-B","1","","","1"
"nala","nala-F","0","1","1",""
"","nala-B","0","1","",""
"","nala-RAISE-F","0","","1",""
"","nala-RAISE-B","1","","",""
"nale","nale-F","0","1","",""
"","nale-B","0","1","","1"
"","nale-RAISE-F","9","","",""
"","nale-RAISE-B","2","","","1"
"namayende","namayende-F","0","1","",""
"","namayende-B","0","1","","1"
"","namayende-RAISE-F","117","","",""
"","namayende-RAISE-B","0","","","1"
"namaz","namaz-F","0","1","1",""
"","namaz-B","0","1","",""
"","namaz-RAISE-F","0","","1",""
"","namaz-RAISE-B","331","","",""
"name","name-F","0","1","",""
"","name-B","0","1","","1"
"","name-RAISE-F","8","","",""
"","name-RAISE-B","20","","","1"
"namratlash","namratlash-F","0","1","1",""
"","namratlash-B","0","1","",""
"","namratlash-RAISE-F","0","","1",""
"","namratlash-RAISE-B","4","","",""
"namzat","namzat-F","0","1","1",""
"","namzat-B","0","1","",""
"","namzat-RAISE-F","0","","1",""
"","namzat-RAISE-B","4","","",""
"nareside","nareside-F","0","1","",""
"","nareside-B","0","1","","1"
"","nareside-RAISE-F","17","","",""
"","nareside-RAISE-B","1","","","1"
"nasara","nasara-F","0","1","1",""
"","nasara-B","0","1","",""
"","nasara-RAISE-F","0","","1",""
"","nasara-RAISE-B","1","","",""
"nashta","nashta-F","0","1","1",""
"","nashta-B","0","1","",""
"","nashta-RAISE-F","0","","1",""
"","nashta-RAISE-B","37","","",""
"natura","natura-F","0","1","1",""
"","natura-B","0","1","",""
"","natura-RAISE-F","0","","1",""
"","natura-RAISE-B","1","","",""
"nawayxana","nawayxana-F","0","1","1",""
"","nawayxana-B","0","1","",""
"","nawayxana-RAISE-F","0","","1",""
"","nawayxana-RAISE-B","17","","",""
"naxsha","naxsha-F","0","1","1",""
"","naxsha-B","0","1","",""
"","naxsha-RAISE-F","0","","1",""
"","naxsha-RAISE-B","373","","",""
"nazaret","nazaret-F","0","1","",""
"","nazaret-B","0","1","","1"
"","nazaret-RAISE-F","245","","",""
"","nazaret-RAISE-B","4","","","1"
"nazla","nazla-F","0","1","1",""
"","nazla-B","0","1","",""
"","nazla-RAISE-F","0","","1",""
"","nazla-RAISE-B","1","","",""
"nechche","nechche-F","0","1","",""
"","nechche-B","0","1","","1"
"","nechche-RAISE-F","49","","",""
"","nechche-RAISE-B","0","","","1"
"nemune","nemune-F","0","1","",""
"","nemune-B","0","1","","1"
"","nemune-RAISE-F","211","","",""
"","nemune-RAISE-B","4","","","1"
"neper","neper-F","0","1","",""
"","neper-B","0","1","","1"
"","neper-RAISE-F","22","","",""
"","neper-RAISE-B","0","","","1"
"nepes","nepes-F","0","1","",""
"","nepes-B","0","1","","1"
"","nepes-RAISE-F","4","","",""
"","nepes-RAISE-B","0","","","1"
"nepeslen","nepeslen-F","0","1","",""
"","nepeslen-B","0","1","","1"
"","nepeslen-RAISE-F","3","","",""
"","nepeslen-RAISE-B","0","","","1"
"nepret","nepret-F","0","1","",""
"","nepret-B","0","1","","1"
"","nepret-RAISE-F","41","","",""
"","nepret-RAISE-B","0","","","1"
"nere","nere-F","0","1","",""
"","nere-B","0","1","","1"
"","nere-RAISE-F","33","","",""
"","nere-RAISE-B","0","","","1"
"nerse","nerse-F","0","1","",""
"","nerse-B","0","1","","1"
"","nerse-RAISE-F","2490","","",""
"","nerse-RAISE-B","2","","","1"
"nesebname","nesebname-F","0","1","",""
"","nesebname-B","0","1","","1"
"","nesebname-RAISE-F","11","","",""
"","nesebname-RAISE-B","2","","","1"
"neshe","neshe-F","0","1","",""
"","neshe-B","0","1","","1"
"","neshe-RAISE-F","2","","",""
"","neshe-RAISE-B","0","","","1"
"nesihet","nesihet-F","0","1","",""
"","nesihet-B","0","1","","1"
"","nesihet-RAISE-F","2","","",""
"","nesihet-RAISE-B","0","","","1"
"netije","netije-F","0","1","",""
"","netije-B","0","1","","1"
"","netije-RAISE-F","6909","","",""
"","netije-RAISE-B","0","","","1"
"netijilen","netijilen-F","0","1","",""
"","netijilen-B","0","1","","1"
"","netijilen-RAISE-F","0","","",""
"","netijilen-RAISE-B","1","","","1"
"newre","newre-F","0","1","",""
"","newre-B","0","1","","1"
"","newre-RAISE-F","229","","",""
"","newre-RAISE-B","0","","","1"
"neyreng","neyreng-F","0","1","",""
"","neyreng-B","0","1","","1"
"","neyreng-RAISE-F","2","","",""
"","neyreng-RAISE-B","0","","","1"
"neyze","neyze-F","0","1","",""
"","neyze-B","0","1","","1"
"","neyze-RAISE-F","19","","",""
"","neyze-RAISE-B","0","","","1"
"nezer","nezer-F","0","1","",""
"","nezer-B","0","1","","1"
"","nezer-RAISE-F","57","","",""
"","nezer-RAISE-B","0","","","1"
"nezeriye","nezeriye-F","0","1","",""
"","nezeriye-B","0","1","","1"
"","nezeriye-RAISE-F","57","","",""
"","nezeriye-RAISE-B","0","","","1"
"nezire","nezire-F","0","1","",""
"","nezire-B","0","1","","1"
"","nezire-RAISE-F","3","","",""
"","nezire-RAISE-B","0","","","1"
"nezme","nezme-F","0","1","",""
"","nezme-B","0","1","","1"
"","nezme-RAISE-F","41","","",""
"","nezme-RAISE-B","0","","","1"
"nihayet","nihayet-F","0","1","",""
"","nihayet-B","0","1","","1"
"","nihayet-RAISE-F","1","","",""
"","nihayet-RAISE-B","0","","","1"
"nishanla","nishanla-F","0","1","1",""
"","nishanla-B","0","1","",""
"","nishanla-RAISE-F","0","","1",""
"","nishanla-RAISE-B","3","","",""
"nizamname","nizamname-F","0","1","",""
"","nizamname-B","0","1","","1"
"","nizamname-RAISE-F","126","","",""
"","nizamname-RAISE-B","36","","","1"
"norma","norma-F","0","1","1",""
"","norma-B","0","1","",""
"","norma-RAISE-F","0","","1",""
"","norma-RAISE-B","109","","",""
"normallash","normallash-F","0","1","1",""
"","normallash-B","0","1","",""
"","normallash-RAISE-F","0","","1",""
"","normallash-RAISE-B","11","","",""
"nota","nota-F","0","1","1",""
"","nota-B","0","1","",""
"","nota-RAISE-F","0","","1",""
"","nota-RAISE-B","48","","",""
"nowélla","nowélla-F","0","1","1",""
"","nowélla-B","0","1","",""
"","nowélla-RAISE-F","0","","1",""
"","nowélla-RAISE-B","2","","",""
"nöwet","nöwet-F","0","1","",""
"","nöwet-B","0","1","","1"
"","nöwet-RAISE-F","455","","",""
"","nöwet-RAISE-B","0","","","1"
"nöwetlesh","nöwetlesh-F","0","1","",""
"","nöwetlesh-B","0","1","","1"
"","nöwetlesh-RAISE-F","3","","",""
"","nöwetlesh-RAISE-B","0","","","1"
"noxta","noxta-F","0","1","1",""
"","noxta-B","0","1","",""
"","noxta-RAISE-F","0","","1",""
"","noxta-RAISE-B","22","","",""
"nuqti'inezer","nuqti'inezer-F","0","1","",""
"","nuqti'inezer-B","0","1","","1"
"","nuqti'inezer-RAISE-F","4","","",""
"","nuqti'inezer-RAISE-B","0","","","1"
"nurlan","nurlan-F","0","1","1",""
"","nurlan-B","0","1","",""
"","nurlan-RAISE-F","0","","1",""
"","nurlan-RAISE-B","2","","",""
"öchiret","öchiret-F","0","1","",""
"","öchiret-B","0","1","","1"
"","öchiret-RAISE-F","1","","",""
"","öchiret-RAISE-B","0","","","1"
"oghutla","oghutla-F","0","1","1",""
"","oghutla-B","0","1","",""
"","oghutla-RAISE-F","0","","1",""
"","oghutla-RAISE-B","1","","",""
"okyaniye","okyaniye-F","0","1","",""
"","okyaniye-B","0","1","","1"
"","okyaniye-RAISE-F","4","","",""
"","okyaniye-RAISE-B","0","","","1"
"olash","olash-F","0","1","1",""
"","olash-B","0","1","",""
"","olash-RAISE-F","0","","1",""
"","olash-RAISE-B","1","","",""
"ölche","ölche-F","0","1","",""
"","ölche-B","0","1","","1"
"","ölche-RAISE-F","9","","",""
"","ölche-RAISE-B","0","","","1"
"ölchem","ölchem-F","0","1","",""
"","ölchem-B","0","1","","1"
"","ölchem-RAISE-F","216","","",""
"","ölchem-RAISE-B","0","","","1"
"olja","olja-F","0","1","1",""
"","olja-B","0","1","",""
"","olja-RAISE-F","0","","1",""
"","olja-RAISE-B","66","","",""
"öltürüwet","öltürüwet-F","0","1","",""
"","öltürüwet-B","0","1","","1"
"","öltürüwet-RAISE-F","1","","",""
"","öltürüwet-RAISE-B","0","","","1"
"ölümname","ölümname-F","0","1","",""
"","ölümname-B","0","1","","1"
"","ölümname-RAISE-F","1","","",""
"","ölümname-RAISE-B","0","","","1"
"omarta","omarta-F","0","1","1",""
"","omarta-B","0","1","",""
"","omarta-RAISE-F","0","","1",""
"","omarta-RAISE-B","1","","",""
"ömile","ömile-F","0","1","",""
"","ömile-B","0","1","","1"
"","ömile-RAISE-F","2","","",""
"","ömile-RAISE-B","0","","","1"
"omumiyet","omumiyet-F","0","1","",""
"","omumiyet-B","0","1","","1"
"","omumiyet-RAISE-F","2","","",""
"","omumiyet-RAISE-B","0","","","1"
"omumlash","omumlash-F","0","1","1",""
"","omumlash-B","0","1","",""
"","omumlash-RAISE-F","0","","1",""
"","omumlash-RAISE-B","68","","",""
"ongaylash","ongaylash-F","0","1","1",""
"","ongaylash-B","0","1","",""
"","ongaylash-RAISE-F","0","","1",""
"","ongaylash-RAISE-B","1","","",""
"ongche","ongche-F","0","1","",""
"","ongche-B","0","1","","1"
"","ongche-RAISE-F","0","","",""
"","ongche-RAISE-B","45","","","1"
"ongla","ongla-F","0","1","1",""
"","ongla-B","0","1","",""
"","ongla-RAISE-F","0","","1",""
"","ongla-RAISE-B","1","","",""
"ongsha","ongsha-F","0","1","1",""
"","ongsha-B","0","1","",""
"","ongsha-RAISE-F","0","","1",""
"","ongsha-RAISE-B","16","","",""
"öpchöre","öpchöre-F","0","1","",""
"","öpchöre-B","0","1","","1"
"","öpchöre-RAISE-F","14","","",""
"","öpchöre-RAISE-B","0","","","1"
"opéra","opéra-F","0","1","1",""
"","opéra-B","0","1","",""
"","opéra-RAISE-F","0","","1",""
"","opéra-RAISE-B","7","","",""
"oqurmen","oqurmen-F","0","1","",""
"","oqurmen-B","0","1","","1"
"","oqurmen-RAISE-F","3","","",""
"","oqurmen-RAISE-B","0","","","1"
"ora","ora-F","0","1","1",""
"","ora-B","0","1","",""
"","ora-RAISE-F","5","","1",""
"","ora-RAISE-B","3","","",""
"orbita","orbita-F","0","1","1",""
"","orbita-B","0","1","",""
"","orbita-RAISE-F","0","","1",""
"","orbita-RAISE-B","25","","",""
"orda","orda-F","0","1","1",""
"","orda-B","0","1","",""
"","orda-RAISE-F","0","","1",""
"","orda-RAISE-B","266","","",""
"öre","öre-F","0","1","",""
"","öre-B","0","1","","1"
"","öre-RAISE-F","2","","",""
"","öre-RAISE-B","0","","","1"
"örkeshle","örkeshle-F","0","1","",""
"","örkeshle-B","0","1","","1"
"","örkeshle-RAISE-F","1","","",""
"","örkeshle-RAISE-B","0","","","1"
"örle","örle-F","0","1","",""
"","örle-B","0","1","","1"
"","örle-RAISE-F","83","","",""
"","örle-RAISE-B","0","","","1"
"örlet","örlet-F","0","1","",""
"","örlet-B","0","1","","1"
"","örlet-RAISE-F","2","","",""
"","örlet-RAISE-B","0","","","1"
"orma","orma-F","0","1","1",""
"","orma-B","0","1","",""
"","orma-RAISE-F","0","","1",""
"","orma-RAISE-B","2","","",""
"orman","orman-F","0","1","1",""
"","orman-B","0","1","",""
"","orman-RAISE-F","0","","1",""
"","orman-RAISE-B","1","","",""
"ornash","ornash-F","0","1","1",""
"","ornash-B","0","1","",""
"","ornash-RAISE-F","0","","1",""
"","ornash-RAISE-B","1","","",""
"ornat","ornat-F","0","1","1",""
"","ornat-B","0","1","",""
"","ornat-RAISE-F","0","","1",""
"","ornat-RAISE-B","197","","",""
"orunlash","orunlash-F","0","1","1",""
"","orunlash-B","0","1","",""
"","orunlash-RAISE-F","0","","1",""
"","orunlash-RAISE-B","113","","",""
"orunlashturma","orunlashturma-F","0","1","1",""
"","orunlashturma-B","0","1","",""
"","orunlashturma-RAISE-F","0","","1",""
"","orunlashturma-RAISE-B","6","","",""
"östeng","östeng-F","0","1","",""
"","östeng-B","0","1","","1"
"","östeng-RAISE-F","6","","",""
"","östeng-RAISE-B","0","","","1"
"öte","öte-F","0","1","",""
"","öte-B","0","1","","1"
"","öte-RAISE-F","14","","",""
"","öte-RAISE-B","0","","","1"
"öteng","öteng-F","0","1","",""
"","öteng-B","0","1","","1"
"","öteng-RAISE-F","2","","",""
"","öteng-RAISE-B","0","","","1"
"ötkürlesh","ötkürlesh-F","0","1","",""
"","ötkürlesh-B","0","1","","1"
"","ötkürlesh-RAISE-F","18","","",""
"","ötkürlesh-RAISE-B","0","","","1"
"otla","otla-F","0","1","1",""
"","otla-B","0","1","",""
"","otla-RAISE-F","0","","1",""
"","otla-RAISE-B","3","","",""
"ötne","ötne-F","0","1","",""
"","ötne-B","0","1","","1"
"","ötne-RAISE-F","3","","",""
"","ötne-RAISE-B","0","","","1"
"ottura","ottura-F","0","1","1",""
"","ottura-B","0","1","",""
"","ottura-RAISE-F","0","","1",""
"","ottura-RAISE-B","13818","","",""
"otunxana","otunxana-F","0","1","1",""
"","otunxana-B","0","1","",""
"","otunxana-RAISE-F","0","","1",""
"","otunxana-RAISE-B","1","","",""
"owla","owla-F","0","1","1",""
"","owla-B","0","1","",""
"","owla-RAISE-F","0","","1",""
"","owla-RAISE-B","8","","",""
"oxsha","oxsha-F","0","1","1",""
"","oxsha-B","0","1","",""
"","oxsha-RAISE-F","0","","1",""
"","oxsha-RAISE-B","1242","","",""
"oxshash","oxshash-F","0","1","1",""
"","oxshash-B","0","1","",""
"","oxshash-RAISE-F","0","","1",""
"","oxshash-RAISE-B","2","","",""
"oxshat","oxshat-F","0","1","1",""
"","oxshat-B","0","1","",""
"","oxshat-RAISE-F","0","","1",""
"","oxshat-RAISE-B","5","","",""
"oxshatma","oxshatma-F","0","1","1",""
"","oxshatma-B","0","1","",""
"","oxshatma-RAISE-F","0","","1",""
"","oxshatma-RAISE-B","1","","",""
"oyla","oyla-F","0","1","1",""
"","oyla-B","0","1","",""
"","oyla-RAISE-F","0","","1",""
"","oyla-RAISE-B","658","","",""
"oylan","oylan-F","0","1","1",""
"","oylan-B","0","1","",""
"","oylan-RAISE-F","0","","1",""
"","oylan-RAISE-B","1","","",""
"oylash","oylash-F","0","1","1",""
"","oylash-B","0","1","",""
"","oylash-RAISE-F","0","","1",""
"","oylash-RAISE-B","58","","",""
"öyle","öyle-F","0","1","",""
"","öyle-B","0","1","","1"
"","öyle-RAISE-F","5","","",""
"","öyle-RAISE-B","0","","","1"
"oyma","oyma-F","0","1","1",""
"","oyma-B","0","1","",""
"","oyma-RAISE-F","0","","1",""
"","oyma-RAISE-B","9","","",""
"oyna","oyna-F","0","1","1",""
"","oyna-B","0","1","",""
"","oyna-RAISE-F","0","","1",""
"","oyna-RAISE-B","69","","",""
"oynash","oynash-F","0","1","1",""
"","oynash-B","0","1","",""
"","oynash-RAISE-F","0","","1",""
"","oynash-RAISE-B","2","","",""
"oyunxana","oyunxana-F","0","1","1",""
"","oyunxana-B","0","1","",""
"","oyunxana-RAISE-F","0","","1",""
"","oyunxana-RAISE-B","7","","",""
"özlesh","özlesh-F","0","1","",""
"","özlesh-B","0","1","","1"
"","özlesh-RAISE-F","10","","",""
"","özlesh-RAISE-B","0","","","1"
"özre","özre-F","0","1","",""
"","özre-B","0","1","","1"
"","özre-RAISE-F","1","","",""
"","özre-RAISE-B","0","","","1"
"pa'aliyet","pa'aliyet-F","0","1","",""
"","pa'aliyet-B","0","1","","1"
"","pa'aliyet-RAISE-F","1139","","",""
"","pa'aliyet-RAISE-B","0","","","1"
"pada","pada-F","0","1","1",""
"","pada-B","0","1","",""
"","pada-RAISE-F","0","","1",""
"","pada-RAISE-B","29","","",""
"padisha","padisha-F","0","1","1",""
"","padisha-B","0","1","",""
"","padisha-RAISE-F","0","","1",""
"","padisha-RAISE-B","1","","",""
"pahishe","pahishe-F","0","1","",""
"","pahishe-B","0","1","","1"
"","pahishe-RAISE-F","12","","",""
"","pahishe-RAISE-B","0","","","1"
"pahishixana","pahishixana-F","0","1","1",""
"","pahishixana-B","0","1","",""
"","pahishixana-RAISE-F","0","","1",""
"","pahishixana-RAISE-B","11","","",""
"pala","pala-F","0","1","1",""
"","pala-B","0","1","",""
"","pala-RAISE-F","0","","1",""
"","pala-RAISE-B","2","","",""
"palata","palata-F","0","1","1",""
"","palata-B","0","1","",""
"","palata-RAISE-F","0","","1",""
"","palata-RAISE-B","52","","",""
"palla","palla-F","0","1","1",""
"","palla-B","0","1","",""
"","palla-RAISE-F","9","","1",""
"","palla-RAISE-B","0","","",""
"palma","palma-F","0","1","1",""
"","palma-B","0","1","",""
"","palma-RAISE-F","0","","1",""
"","palma-RAISE-B","3","","",""
"palname","palname-F","0","1","",""
"","palname-B","0","1","","1"
"","palname-RAISE-F","2","","",""
"","palname-RAISE-B","0","","","1"
"palta","palta-F","0","1","1",""
"","palta-B","0","1","",""
"","palta-RAISE-F","0","","1",""
"","palta-RAISE-B","26","","",""
"pana","pana-F","0","1","1",""
"","pana-B","0","1","",""
"","pana-RAISE-F","0","","1",""
"","pana-RAISE-B","8","","",""
"panahlan","panahlan-F","0","1","1",""
"","panahlan-B","0","1","",""
"","panahlan-RAISE-F","0","","1",""
"","panahlan-RAISE-B","33","","",""
"papa","papa-F","0","1","1",""
"","papa-B","0","1","",""
"","papa-RAISE-F","0","","1",""
"","papa-RAISE-B","2","","",""
"paranglash","paranglash-F","0","1","1",""
"","paranglash-B","0","1","",""
"","paranglash-RAISE-F","0","","1",""
"","paranglash-RAISE-B","39","","",""
"paraset","paraset-F","0","1","",""
"","paraset-B","0","1","","1"
"","paraset-RAISE-F","10","","",""
"","paraset-RAISE-B","0","","","1"
"parchila","parchila-F","0","1","1",""
"","parchila-B","0","1","",""
"","parchila-RAISE-F","0","","1",""
"","parchila-RAISE-B","54","","",""
"parische","parische-F","0","1","",""
"","parische-B","0","1","","1"
"","parische-RAISE-F","1","","",""
"","parische-RAISE-B","5","","","1"
"parsche","parsche-F","0","1","",""
"","parsche-B","0","1","","1"
"","parsche-RAISE-F","0","","",""
"","parsche-RAISE-B","10","","","1"
"parta","parta-F","0","1","1",""
"","parta-B","0","1","",""
"","parta-RAISE-F","0","","1",""
"","parta-RAISE-B","78","","",""
"partiye","partiye-F","0","1","",""
"","partiye-B","0","1","","1"
"","partiye-RAISE-F","487","","",""
"","partiye-RAISE-B","0","","","1"
"partla","partla-F","0","1","1",""
"","partla-B","0","1","",""
"","partla-RAISE-F","0","","1",""
"","partla-RAISE-B","4","","",""
"partlat","partlat-F","0","1","1",""
"","partlat-B","0","1","",""
"","partlat-RAISE-F","0","","1",""
"","partlat-RAISE-B","22","","",""
"pasahet","pasahet-F","0","1","",""
"","pasahet-B","0","1","","1"
"","pasahet-RAISE-F","2","","",""
"","pasahet-RAISE-B","0","","","1"
"pasha","pasha-F","0","1","1",""
"","pasha-B","0","1","",""
"","pasha-RAISE-F","0","","1",""
"","pasha-RAISE-B","5","","",""
"passiplash","passiplash-F","0","1","1",""
"","passiplash-B","0","1","",""
"","passiplash-RAISE-F","0","","1",""
"","passiplash-RAISE-B","1","","",""
"paxal","paxal-F","0","1","1",""
"","paxal-B","0","1","",""
"","paxal-RAISE-F","0","","1",""
"","paxal-RAISE-B","1","","",""
"paxta","paxta-F","0","1","1",""
"","paxta-B","0","1","",""
"","paxta-RAISE-F","0","","1",""
"","paxta-RAISE-B","77","","",""
"payda","payda-F","0","1","1",""
"","payda-B","0","1","",""
"","payda-RAISE-F","2.00000000000001","","1",""
"","payda-RAISE-B","2262","","",""
"paydilan","paydilan-F","0","1","1",""
"","paydilan-B","0","1","",""
"","paydilan-RAISE-F","0","","1",""
"","paydilan-RAISE-B","144","","",""
"payla","payla-F","0","1","1",""
"","payla-B","0","1","",""
"","payla-RAISE-F","0","","1",""
"","payla-RAISE-B","9","","",""
"paytima","paytima-F","0","1","1",""
"","paytima-B","0","1","",""
"","paytima-RAISE-F","0","","1",""
"","paytima-RAISE-B","1","","",""
"pede","pede-F","0","1","",""
"","pede-B","0","1","","1"
"","pede-RAISE-F","31","","",""
"","pede-RAISE-B","0","","","1"
"pelempey","pelempey-F","0","1","",""
"","pelempey-B","0","1","","1"
"","pelempey-RAISE-F","5","","",""
"","pelempey-RAISE-B","0","","","1"
"pelle","pelle-F","0","1","",""
"","pelle-B","0","1","","1"
"","pelle-RAISE-F","1009","","",""
"","pelle-RAISE-B","0","","","1"
"pelsepe","pelsepe-F","0","1","",""
"","pelsepe-B","0","1","","1"
"","pelsepe-RAISE-F","83","","",""
"","pelsepe-RAISE-B","0","","","1"
"pemle","pemle-F","0","1","",""
"","pemle-B","0","1","","1"
"","pemle-RAISE-F","1","","",""
"","pemle-RAISE-B","0","","","1"
"penje","penje-F","0","1","",""
"","penje-B","0","1","","1"
"","penje-RAISE-F","5","","",""
"","penje-RAISE-B","0","","","1"
"penjire","penjire-F","0","1","",""
"","penjire-B","0","1","","1"
"","penjire-RAISE-F","8","","",""
"","penjire-RAISE-B","0","","","1"
"pepile","pepile-F","0","1","",""
"","pepile-B","0","1","","1"
"","pepile-RAISE-F","5","","",""
"","pepile-RAISE-B","0","","","1"
"perde","perde-F","0","1","",""
"","perde-B","0","1","","1"
"","perde-RAISE-F","65","","",""
"","perde-RAISE-B","0","","","1"
"perez","perez-F","0","1","",""
"","perez-B","0","1","","1"
"","perez-RAISE-F","11","","",""
"","perez-RAISE-B","0","","","1"
"perghane","perghane-F","0","1","",""
"","perghane-B","0","1","","1"
"","perghane-RAISE-F","5","","",""
"","perghane-RAISE-B","9","","","1"
"perishte","perishte-F","0","1","",""
"","perishte-B","0","1","","1"
"","perishte-RAISE-F","91","","",""
"","perishte-RAISE-B","0","","","1"
"perwane","perwane-F","0","1","",""
"","perwane-B","0","1","","1"
"","perwane-RAISE-F","6","","",""
"","perwane-RAISE-B","3","","","1"
