"","","","VAgree","HarmonizeBack","HarmonizeFront"
"nacharlash","nacharlash-RAISE-F","0","1","0.989975510879512",""
"","nacharlash-RAISE-B","22","","","0.0100244891204881"
"nahiye","nahiye-RAISE-F","1926","1","0.000792436308124068",""
"","nahiye-RAISE-B","1","","","0.999207563691876"
"nala","nala-RAISE-F","0","1","0.948819496826736",""
"","nala-RAISE-B","1","","","0.0511805031732638"
"nale","nale-RAISE-F","9","1","0.0132487662414224",""
"","nale-RAISE-B","2","","","0.986751233758578"
"namayende","namayende-RAISE-F","117","","0.053695547538959",""
"","namayende-RAISE-B","0","1","","0.946304452461041"
"namaz","namaz-RAISE-F","0","1","0.998053733808993",""
"","namaz-RAISE-B","331","","","0.0019462661910068"
"name","name-RAISE-F","8","1","0.140187273594521",""
"","name-RAISE-B","20","","","0.859812726405479"
"namratlash","namratlash-RAISE-F","0","1","0.964300636790585",""
"","namratlash-RAISE-B","4","","","0.0356993632094146"
"namzat","namzat-RAISE-F","0","1","0.9981513213658",""
"","namzat-RAISE-B","4","","","0.00184867863420024"
"nareside","nareside-RAISE-F","17","","0.186691743578563",""
"","nareside-RAISE-B","1","1","","0.813308256421437"
"nasara","nasara-RAISE-F","0","1","0.975394867419737",""
"","nasara-RAISE-B","1","","","0.0246051325802631"
"nashta","nashta-RAISE-F","0","1","0.987358246780639",""
"","nashta-RAISE-B","37","","","0.012641753219361"
"natura","natura-RAISE-F","0","1","0.916076844500907",""
"","natura-RAISE-B","1","","","0.0839231554990931"
"nawayxana","nawayxana-RAISE-F","0","1","0.989164257756577",""
"","nawayxana-RAISE-B","17","","","0.0108357422434227"
"naxsha","naxsha-RAISE-F","0","1","0.997462573367441",""
"","naxsha-RAISE-B","373","","","0.00253742663255907"
"nazaret","nazaret-RAISE-F","245","1","0.00237919677408615",""
"","nazaret-RAISE-B","4","","","0.997620803225914"
"nazla","nazla-RAISE-F","0","1","0.923789143168634",""
"","nazla-RAISE-B","1","","","0.0762108568313656"
"nechche","nechche-RAISE-F","49","","0.36711678047511",""
"","nechche-RAISE-B","0","1","","0.63288321952489"
"nemune","nemune-RAISE-F","211","1","0.0294133356838021",""
"","nemune-RAISE-B","4","","","0.970586664316198"
"neper","neper-RAISE-F","22","","0.00136367537082408",""
"","neper-RAISE-B","0","1","","0.998636324629176"
"nepes","nepes-RAISE-F","4","","0.00379223172959475",""
"","nepes-RAISE-B","0","1","","0.996207768270405"
"nepeslen","nepeslen-RAISE-F","3","","0.149729924510762",""
"","nepeslen-RAISE-B","0","1","","0.850270075489238"
"nepret","nepret-RAISE-F","41","","0.00791223708936347",""
"","nepret-RAISE-B","0","1","","0.992087762910636"
"nere","nere-RAISE-F","33","","0.0547881166708685",""
"","nere-RAISE-B","0","1","","0.945211883329131"
"nerse","nerse-RAISE-F","2490","","0.00408292344839431",""
"","nerse-RAISE-B","2","1","","0.995917076551606"
"nesebname","nesebname-RAISE-F","11","1","0.302387226214577",""
"","nesebname-RAISE-B","2","","","0.697612773785423"
"neshe","neshe-RAISE-F","2","","0.0131774691059663",""
"","neshe-RAISE-B","0","1","","0.986822530894034"
"nesihet","nesihet-RAISE-F","2","","0.00468540228794807",""
"","nesihet-RAISE-B","0","1","","0.995314597712052"
"netije","netije-RAISE-F","6909","","0.00828443354494676",""
"","netije-RAISE-B","0","1","","0.991715566455053"
"netijilen","netijilen-RAISE-F","0","","0.0446218995927504",""
"","netijilen-RAISE-B","1","1","","0.95537810040725"
"newre","newre-RAISE-F","229","","0.00848298996544266",""
"","newre-RAISE-B","0","1","","0.991517010034557"
"neyreng","neyreng-RAISE-F","2","","0.0250839259075638",""
"","neyreng-RAISE-B","0","1","","0.974916074092436"
"neyze","neyze-RAISE-F","19","","0.0147274462438227",""
"","neyze-RAISE-B","0","1","","0.985272553756177"
"nezer","nezer-RAISE-F","57","","0.00131427940252377",""
"","nezer-RAISE-B","0","1","","0.998685720597476"
"nezeriye","nezeriye-RAISE-F","57","","0.00496414601360781",""
"","nezeriye-RAISE-B","0","1","","0.995035853986392"
"nezire","nezire-RAISE-F","3","","0.0355552159381958",""
"","nezire-RAISE-B","0","1","","0.964444784061804"
"nezme","nezme-RAISE-F","41","","0.0328950764027011",""
"","nezme-RAISE-B","0","1","","0.967104923597299"
"nihayet","nihayet-RAISE-F","1","1","0.120886257888214",""
"","nihayet-RAISE-B","0","","","0.879113742111786"
"nishanla","nishanla-RAISE-F","0","1","0.957781973395891",""
"","nishanla-RAISE-B","3","","","0.0422180266041087"
"nizamname","nizamname-RAISE-F","126","1","0.146052493290812",""
"","nizamname-RAISE-B","36","","","0.853947506709189"
"norma","norma-RAISE-F","0","1","0.990429378200366",""
"","norma-RAISE-B","109","","","0.00957062179963419"
"normallash","normallash-RAISE-F","0","1","0.974162442197893",""
"","normallash-RAISE-B","11","","","0.0258375578021066"
"nota","nota-RAISE-F","0","1","0.990979948762441",""
"","nota-RAISE-B","48","","","0.00902005123755922"
"nowélla","nowélla-RAISE-F","0","1","0.973617552165021",""
"","nowélla-RAISE-B","2","","","0.0263824478349791"
"nöwet","nöwet-RAISE-F","455","","0.00265076480180868",""
"","nöwet-RAISE-B","0","1","","0.997349235198191"
"nöwetlesh","nöwetlesh-RAISE-F","3","","0.245350344115735",""
"","nöwetlesh-RAISE-B","0","1","","0.754649655884265"
"noxta","noxta-RAISE-F","0","1","0.977278932451719",""
"","noxta-RAISE-B","22","","","0.022721067548281"
"nuqti'inezer","nuqti'inezer-RAISE-F","4","","0.0213888772662035",""
"","nuqti'inezer-RAISE-B","0","1","","0.978611122733797"
"nurlan","nurlan-RAISE-F","0","1","0.975297045699448",""
"","nurlan-RAISE-B","2","","","0.0247029543005521"
"öchiret","öchiret-RAISE-F","1","","0.00628775513921453",""
"","öchiret-RAISE-B","0","1","","0.993712244860785"
"oghutla","oghutla-RAISE-F","0","1","0.880924449858283",""
"","oghutla-RAISE-B","1","","","0.119075550141717"
"okyaniye","okyaniye-RAISE-F","4","1","0.0443279823689839",""
"","okyaniye-RAISE-B","0","","","0.955672017631016"
"olash","olash-RAISE-F","0","1","0.976523693236953",""
"","olash-RAISE-B","1","","","0.0234763067630473"
"ölche","ölche-RAISE-F","9","","0.0630395728794835",""
"","ölche-RAISE-B","0","1","","0.936960427120516"
"ölchem","ölchem-RAISE-F","216","","0.00432791974980544",""
"","ölchem-RAISE-B","0","1","","0.995672080250195"
"olja","olja-RAISE-F","0","1","0.991392199612382",""
"","olja-RAISE-B","66","","","0.00860780038761799"
"öltürüwet","öltürüwet-RAISE-F","1","","0.00832442466803968",""
"","öltürüwet-RAISE-B","0","1","","0.99167557533196"
"ölümname","ölümname-RAISE-F","1","1","0.792859766822409",""
"","ölümname-RAISE-B","0","","","0.207140233177591"
"omarta","omarta-RAISE-F","0","1","0.835853492011631",""
"","omarta-RAISE-B","1","","","0.164146507988369"
"ömile","ömile-RAISE-F","2","","0.363844961821523",""
"","ömile-RAISE-B","0","1","","0.636155038178477"
"omumiyet","omumiyet-RAISE-F","2","1","0.0173919536550695",""
"","omumiyet-RAISE-B","0","","","0.98260804634493"
"omumlash","omumlash-RAISE-F","0","1","0.992437023918873",""
"","omumlash-RAISE-B","68","","","0.00756297608112688"
"ongaylash","ongaylash-RAISE-F","0","1","0.835853492011631",""
"","ongaylash-RAISE-B","1","","","0.164146507988369"
"ongche","ongche-RAISE-F","0","1","0.549304432942866",""
"","ongche-RAISE-B","45","","","0.450695567057134"
"ongla","ongla-RAISE-F","0","1","0.987725009284615",""
"","ongla-RAISE-B","1","","","0.0122749907153846"
"ongsha","ongsha-RAISE-F","0","1","0.970060623287575",""
"","ongsha-RAISE-B","16","","","0.0299393767124245"
"öpchöre","öpchöre-RAISE-F","14","","0.175537231966554",""
"","öpchöre-RAISE-B","0","1","","0.824462768033446"
"opéra","opéra-RAISE-F","0","1","0.994015657921919",""
"","opéra-RAISE-B","7","","","0.00598434207808052"
"oqurmen","oqurmen-RAISE-F","3","1","0.00168972529173882",""
"","oqurmen-RAISE-B","0","","","0.998310274708261"
"ora","ora-RAISE-F","5","1","0.99447599912873",""
"","ora-RAISE-B","3","","","0.00552400087127036"
"orbita","orbita-RAISE-F","0","1","0.980294185428949",""
"","orbita-RAISE-B","25","","","0.0197058145710514"
"orda","orda-RAISE-F","0","1","0.996110005603591",""
"","orda-RAISE-B","266","","","0.0038899943964088"
"öre","öre-RAISE-F","2","","0.40890648317002",""
"","öre-RAISE-B","0","1","","0.59109351682998"
"örkeshle","örkeshle-RAISE-F","1","","0.40890648317002",""
"","örkeshle-RAISE-B","0","1","","0.59109351682998"
"örle","örle-RAISE-F","83","","0.011068453181689",""
"","örle-RAISE-B","0","1","","0.988931546818311"
"örlet","örlet-RAISE-F","2","","0.114179233720281",""
"","örlet-RAISE-B","0","1","","0.885820766279719"
"orma","orma-RAISE-F","0","1","0.902005452987767",""
"","orma-RAISE-B","2","","","0.0979945470122329"
"orman","orman-RAISE-F","0","1","0.996138433211966",""
"","orman-RAISE-B","1","","","0.00386156678803429"
"ornash","ornash-RAISE-F","0","1","0.938363901532941",""
"","ornash-RAISE-B","1","","","0.0616360984670585"
"ornat","ornat-RAISE-F","0","1","0.996015518372397",""
"","ornat-RAISE-B","197","","","0.00398448162760257"
"orunlash","orunlash-RAISE-F","0","1","0.995429115582403",""
"","orunlash-RAISE-B","113","","","0.0045708844175969"
"orunlashturma","orunlashturma-RAISE-F","0","1","0.957781973395891",""
"","orunlashturma-RAISE-B","6","","","0.0422180266041087"
"östeng","östeng-RAISE-F","6","","0.00411986618938297",""
"","östeng-RAISE-B","0","1","","0.995880133810617"
"öte","öte-RAISE-F","14","","0.00213388116925787",""
"","öte-RAISE-B","0","1","","0.997866118830742"
"öteng","öteng-RAISE-F","2","","0.0262077730349588",""
"","öteng-RAISE-B","0","1","","0.973792226965041"
"ötkürlesh","ötkürlesh-RAISE-F","18","","0.0429327628232517",""
"","ötkürlesh-RAISE-B","0","1","","0.957067237176748"
"otla","otla-RAISE-F","0","1","0.98494486542725",""
"","otla-RAISE-B","3","","","0.0150551345727499"
"ötne","ötne-RAISE-F","3","","0.333214395749523",""
"","ötne-RAISE-B","0","1","","0.666785604250477"
"ottura","ottura-RAISE-F","0","1","0.99934382494707",""
"","ottura-RAISE-B","13818","","","0.000656175052929697"
"otunxana","otunxana-RAISE-F","0","1","0.916076844500907",""
"","otunxana-RAISE-B","1","","","0.0839231554990931"
"owla","owla-RAISE-F","0","1","0.992171439268556",""
"","owla-RAISE-B","8","","","0.00782856073144378"
"oxsha","oxsha-RAISE-F","0","1","0.997584779990392",""
"","oxsha-RAISE-B","1242","","","0.00241522000960814"
"oxshash","oxshash-RAISE-F","0","1","0.995085286513139",""
"","oxshash-RAISE-B","2","","","0.0049147134868609"
"oxshat","oxshat-RAISE-F","0","1","0.98595522520897",""
"","oxshat-RAISE-B","5","","","0.0140447747910302"
"oxshatma","oxshatma-RAISE-F","0","1","0.835853492011631",""
"","oxshatma-RAISE-B","1","","","0.164146507988369"
"oyla","oyla-RAISE-F","0","1","0.998632250750522",""
"","oyla-RAISE-B","658","","","0.00136774924947758"
"oylan","oylan-RAISE-F","0","1","0.914880197714589",""
"","oylan-RAISE-B","1","","","0.0851198022854114"
"oylash","oylash-RAISE-F","0","1","0.994648328777855",""
"","oylash-RAISE-B","58","","","0.00535167122214508"
"öyle","öyle-RAISE-F","5","","0.254617356661619",""
"","öyle-RAISE-B","0","1","","0.745382643338381"
"oyma","oyma-RAISE-F","0","1","0.94330606109648",""
"","oyma-RAISE-B","9","","","0.0566939389035204"
"oyna","oyna-RAISE-F","0","1","0.992229086944931",""
"","oyna-RAISE-B","69","","","0.00777091305506938"
"oynash","oynash-RAISE-F","0","1","0.980565185675112",""
"","oynash-RAISE-B","2","","","0.0194348143248881"
"oyunxana","oyunxana-RAISE-F","0","1","0.959349357818251",""
"","oyunxana-RAISE-B","7","","","0.0406506421817492"
"özlesh","özlesh-RAISE-F","10","","0.0777341014663641",""
"","özlesh-RAISE-B","0","1","","0.922265898533636"
"özre","özre-RAISE-F","1","","0.0153774058291418",""
"","özre-RAISE-B","0","1","","0.984622594170858"
"pa'aliyet","pa'aliyet-RAISE-F","1139","1","0.0013736647836451",""
"","pa'aliyet-RAISE-B","0","","","0.998626335216355"
"pada","pada-RAISE-F","0","1","0.986241054915588",""
"","pada-RAISE-B","29","","","0.0137589450844119"
"padisha","padisha-RAISE-F","0","1","0.981676741026974",""
"","padisha-RAISE-B","1","","","0.0183232589730257"
"pahishe","pahishe-RAISE-F","12","1","0.0224805208615725",""
"","pahishe-RAISE-B","0","","","0.977519479138428"
"pahishixana","pahishixana-RAISE-F","0","1","0.967177147016675",""
"","pahishixana-RAISE-B","11","","","0.0328228529833251"
"pala","pala-RAISE-F","0","1","0.961371801452304",""
"","pala-RAISE-B","2","","","0.0386281985476955"
"palata","palata-RAISE-F","0","1","0.998539684965157",""
"","palata-RAISE-B","52","","","0.00146031503484267"
"palla","palla-RAISE-F","9","1","0.94330606109648",""
"","palla-RAISE-B","0","","","0.0566939389035204"
"palma","palma-RAISE-F","0","1","0.973609445998254",""
"","palma-RAISE-B","3","","","0.0263905540017458"
"palname","palname-RAISE-F","2","1","0.354682187259938",""
"","palname-RAISE-B","0","","","0.645317812740062"
"palta","palta-RAISE-F","0","1","0.994625408515323",""
"","palta-RAISE-B","26","","","0.00537459148467734"
"pana","pana-RAISE-F","0","1","0.993597052280859",""
"","pana-RAISE-B","8","","","0.00640294771914052"
"panahlan","panahlan-RAISE-F","0","1","0.990474234895616",""
"","panahlan-RAISE-B","33","","","0.0095257651043843"
"papa","papa-RAISE-F","0","1","0.982956898538922",""
"","papa-RAISE-B","2","","","0.0170431014610785"
"paranglash","paranglash-RAISE-F","0","1","0.992002338734865",""
"","paranglash-RAISE-B","39","","","0.00799766126513479"
"paraset","paraset-RAISE-F","10","1","0.00703155864268398",""
"","paraset-RAISE-B","0","","","0.992968441357316"
"parchila","parchila-RAISE-F","0","1","0.996980993165252",""
"","parchila-RAISE-B","54","","","0.00301900683474809"
"parische","parische-RAISE-F","1","1","0.658037529605786",""
"","parische-RAISE-B","5","","","0.341962470394214"
"parsche","parsche-RAISE-F","0","1","0.562944148110129",""
"","parsche-RAISE-B","10","","","0.437055851889871"
"parta","parta-RAISE-F","0","1","0.985915971652702",""
"","parta-RAISE-B","78","","","0.0140840283472976"
"partiye","partiye-RAISE-F","487","1","0.00166324798957199",""
"","partiye-RAISE-B","0","","","0.998336752010428"
"partla","partla-RAISE-F","0","1","0.991419411217239",""
"","partla-RAISE-B","4","","","0.00858058878276102"
"partlat","partlat-RAISE-F","0","1","0.991631249527842",""
"","partlat-RAISE-B","22","","","0.00836875047215802"
"pasahet","pasahet-RAISE-F","2","1","0.0081805777971429",""
"","pasahet-RAISE-B","0","","","0.991819422202857"
"pasha","pasha-RAISE-F","0","1","0.992695532102987",""
"","pasha-RAISE-B","5","","","0.00730446789701311"
"passiplash","passiplash-RAISE-F","0","1","0.880924449858283",""
"","passiplash-RAISE-B","1","","","0.119075550141717"
"paxal","paxal-RAISE-F","0","1","0.972075789062142",""
"","paxal-RAISE-B","1","","","0.0279242109378578"
"paxta","paxta-RAISE-F","0","1","0.99722791601245",""
"","paxta-RAISE-B","77","","","0.00277208398755013"
"payda","payda-RAISE-F","2.00000000000001","1","0.997566598579627",""
"","payda-RAISE-B","2262","","","0.00243340142037285"
"paydilan","paydilan-RAISE-F","0","1","0.99671764101501",""
"","paydilan-RAISE-B","144","","","0.00328235898498963"
"payla","payla-RAISE-F","0","1","0.969961676348926",""
"","payla-RAISE-B","9","","","0.0300383236510735"
"paytima","paytima-RAISE-F","0","1","0.97042703497764",""
"","paytima-RAISE-B","1","","","0.02957296502236"
"pede","pede-RAISE-F","31","","0.0507798104288876",""
"","pede-RAISE-B","0","1","","0.949220189571112"
"pelempey","pelempey-RAISE-F","5","","0.0085218459048172",""
"","pelempey-RAISE-B","0","1","","0.991478154095183"
"pelle","pelle-RAISE-F","1009","","0.028982625548207",""
"","pelle-RAISE-B","0","1","","0.971017374451793"
"pelsepe","pelsepe-RAISE-F","83","","0.0088882560895592",""
"","pelsepe-RAISE-B","0","1","","0.991111743910441"
"pemle","pemle-RAISE-F","1","","0.20684124547018",""
"","pemle-RAISE-B","0","1","","0.79315875452982"
"penje","penje-RAISE-F","5","","0.121670148103743",""
"","penje-RAISE-B","0","1","","0.878329851896257"
"penjire","penjire-RAISE-F","8","","0.0645161128406694",""
"","penjire-RAISE-B","0","1","","0.935483887159331"
"pepile","pepile-RAISE-F","5","","0.292368363138538",""
"","pepile-RAISE-B","0","1","","0.707631636861462"
"perde","perde-RAISE-F","65","","0.0139100546455682",""
"","perde-RAISE-B","0","1","","0.986089945354432"
"perez","perez-RAISE-F","11","","0.00225496557430298",""
"","perez-RAISE-B","0","1","","0.997745034425697"
"perghane","perghane-RAISE-F","5","1","0.00502247366111878",""
"","perghane-RAISE-B","9","","","0.994977526338881"
"perishte","perishte-RAISE-F","91","","0.0327745996225221",""
"","perishte-RAISE-B","0","1","","0.967225400377478"
"perwane","perwane-RAISE-F","6","1","0.0123155133773678",""
"","perwane-RAISE-B","3","","","0.987684486622632"
"pesende","pesende-RAISE-F","7","","0.265246178237785",""
"","pesende-RAISE-B","0","1","","0.734753821762215"
"pesey","pesey-RAISE-F","8","","0.0341589608598607",""
"","pesey-RAISE-B","0","1","","0.965841039140139"
"péshane","péshane-RAISE-F","24","1","0.049629826847845",""
"","péshane-RAISE-B","1","","","0.950370173152155"
"pesle","pesle-RAISE-F","3","","0.310373924070696",""
"","pesle-RAISE-B","0","1","","0.689626075929304"
"peslesh","peslesh-RAISE-F","1","","0.40890648317002",""
"","peslesh-RAISE-B","0","1","","0.59109351682998"
"pete","pete-RAISE-F","17","","0.0665965421554504",""
"","pete-RAISE-B","0","1","","0.93340345784455"
"peter","peter-RAISE-F","7","","0.156321067427865",""
"","peter-RAISE-B","0","1","","0.843678932572135"
"petile","petile-RAISE-F","1","","0.40890648317002",""
"","petile-RAISE-B","0","1","","0.59109351682998"
"pewqul'adde","pewqul'adde-RAISE-F","1","1","0.489178423338703",""
"","pewqul'adde-RAISE-B","0","","","0.510821576661297"
"pexirlen","pexirlen-RAISE-F","38","","0.00846120819729425",""
"","pexirlen-RAISE-B","0","1","","0.991538791802706"
"peyghember","peyghember-RAISE-F","44","","0.00478750592661432",""
"","peyghember-RAISE-B","0","1","","0.995212494073386"
"peyshenbe","peyshenbe-RAISE-F","4","","0.00164941999928714",""
"","peyshenbe-RAISE-B","0","1","","0.998350580000713"
"pezilet","pezilet-RAISE-F","21","","0.00422824613648818",""
"","pezilet-RAISE-B","0","1","","0.995771753863512"
"pilanla","pilanla-RAISE-F","0","1","0.995933682993553",""
"","pilanla-RAISE-B","50","","","0.00406631700644655"
"piramida","piramida-RAISE-F","0","1","0.979257727406486",""
"","piramida-RAISE-B","6","","","0.0207422725935137"
"pirogramma","pirogramma-RAISE-F","0","1","0.983608933591537",""
"","pirogramma-RAISE-B","30","","","0.0163910664084631"
"piroza","piroza-RAISE-F","0","1","0.973548668443162",""
"","piroza-RAISE-B","2","","","0.026451331556838"
"piyade","piyade-RAISE-F","76","1","0.00425326527592561",""
"","piyade-RAISE-B","0","","","0.995746734724074"
"piyale","piyale-RAISE-F","22","1","0.0193715386059496",""
"","piyale-RAISE-B","5","","","0.98062846139405"
"planéta","planéta-RAISE-F","0","1","0.97607933977362",""
"","planéta-RAISE-B","8","","","0.0239206602263796"
"platina","platina-RAISE-F","0","1","0.940683454504725",""
"","platina-RAISE-B","2","","","0.0593165454952754"
"pochta","pochta-RAISE-F","0","1","0.996965415958316",""
"","pochta-RAISE-B","100","","","0.00303458404168389"
"pochtixana","pochtixana-RAISE-F","0","1","0.976355332274372",""
"","pochtixana-RAISE-B","12","","","0.0236446677256281"
"pola","pola-RAISE-F","0","1","0.930424500861668",""
"","pola-RAISE-B","1","","","0.0695754991383322"
"popoza","popoza-RAISE-F","0","1","0.988193032096303",""
"","popoza-RAISE-B","1","","","0.0118069679036966"
"posma","posma-RAISE-F","0","1","0.970527165011945",""
"","posma-RAISE-B","3","","","0.0294728349880546"
"pota","pota-RAISE-F","0","1","0.983092167501822",""
"","pota-RAISE-B","12","","","0.0169078324981782"
"potey","potey-RAISE-F","1","1","0.0247967219398173",""
"","potey-RAISE-B","0","","","0.975203278060183"
"potla","potla-RAISE-F","0","1","0.963507820620758",""
"","potla-RAISE-B","1","","","0.0364921793792424"
"programma","programma-RAISE-F","0","1","0.998494907905497",""
"","programma-RAISE-B","2170","","","0.00150509209450289"
"proza","proza-RAISE-F","0","1","0.991916182383609",""
"","proza-RAISE-B","16","","","0.00808381761639143"
"puchila","puchila-RAISE-F","0","1","0.95301853512572",""
"","puchila-RAISE-B","3","","","0.0469814648742799"
"pura","pura-RAISE-F","0","1","0.962385278281742",""
"","pura-RAISE-B","9","","","0.0376147217182582"
"pürme","pürme-RAISE-F","1","","0.175550158920531",""
"","pürme-RAISE-B","0","1","","0.824449841079469"
"purset","purset-RAISE-F","790","1","0.00339588287727261",""
"","purset-RAISE-B","7","","","0.996604117122727"
"purzhina","purzhina-RAISE-F","0","1","0.928854558515736",""
"","purzhina-RAISE-B","3","","","0.0711454414842642"
"putlash","putlash-RAISE-F","0","1","0.964115385064283",""
"","putlash-RAISE-B","3","","","0.0358846149357167"
"pütünle","pütünle-RAISE-F","1","","0.237165686496398",""
"","pütünle-RAISE-B","0","1","","0.762834313503602"
"pütünlesh","pütünlesh-RAISE-F","5","","0.149729924510762",""
"","pütünlesh-RAISE-B","0","1","","0.850270075489238"
"püwle","püwle-RAISE-F","8","","0.0665506778721349",""
"","püwle-RAISE-B","0","1","","0.933449322127865"
"puxta","puxta-RAISE-F","0","1","0.953010964067936",""
"","puxta-RAISE-B","4","","","0.0469890359320642"
"puxtila","puxtila-RAISE-F","0","1","0.949919504980529",""
"","puxtila-RAISE-B","2","","","0.0500804950194706"
"qa'ide","qa'ide-RAISE-F","402","1","0.0134180741438478",""
"","qa'ide-RAISE-B","0","","","0.986581925856152"
"qabiliyet","qabiliyet-RAISE-F","143","1","0.00912665793192216",""
"","qabiliyet-RAISE-B","0","","","0.990873342068078"
"qabilyet","qabilyet-RAISE-F","5","1","0.115387584807639",""
"","qabilyet-RAISE-B","0","","","0.884612415192361"
"qacha","qacha-RAISE-F","0","1","0.993937151360766",""
"","qacha-RAISE-B","110","","","0.00606284863923434"
"qachila","qachila-RAISE-F","0","1","0.992079687310137",""
"","qachila-RAISE-B","14","","","0.00792031268986282"
"qalaymiqanlash","qalaymiqanlash-RAISE-F","0","1","0.962863969371448",""
"","qalaymiqanlash-RAISE-B","2","","","0.0371360306285521"
"qama","qama-RAISE-F","0","1","0.994872683499096",""
"","qama-RAISE-B","6","","","0.00512731650090448"
"qamal","qamal-RAISE-F","0","1","0.995127319180721",""
"","qamal-RAISE-B","72","","","0.00487268081927861"
"qamalla","qamalla-RAISE-F","0","1","0.880924449858283",""
"","qamalla-RAISE-B","2","","","0.119075550141717"
"qamaqxana","qamaqxana-RAISE-F","0","1","0.994012586380857",""
"","qamaqxana-RAISE-B","331","","","0.00598741361914257"
"qamcha","qamcha-RAISE-F","1","1","0.990930724918726",""
"","qamcha-RAISE-B","11","","","0.00906927508127375"
"qamchila","qamchila-RAISE-F","0","1","0.935613375204476",""
"","qamchila-RAISE-B","3","","","0.0643866247955236"
"qamda","qamda-RAISE-F","0","1","0.964200993709237",""
"","qamda-RAISE-B","10","","","0.0357990062907626"
"qamet","qamet-RAISE-F","13","1","0.0220922272075624",""
"","qamet-RAISE-B","0","","","0.977907772792438"
"qamlash","qamlash-RAISE-F","0","1","0.97817209864247",""
"","qamlash-RAISE-B","1","","","0.0218279013575295"
"qana","qana-RAISE-F","0","1","0.966504208577454",""
"","qana-RAISE-B","2","","","0.0334957914225464"
"qana'et","qana'et-RAISE-F","2","1","0.00470071860871293",""
"","qana'et-RAISE-B","0","","","0.995299281391287"
"qana'etlen","qana'etlen-RAISE-F","2","","0.0485408006510713",""
"","qana'etlen-RAISE-B","0","1","","0.951459199348929"
"qanal","qanal-RAISE-F","0","1","0.996607731207553",""
"","qanal-RAISE-B","261","","","0.00339226879244658"
"qanat","qanat-RAISE-F","0","1","0.998322128204261",""
"","qanat-RAISE-B","55","","","0.00167787179573864"
"qanatlan","qanatlan-RAISE-F","0","1","0.962020501017545",""
"","qanatlan-RAISE-B","2","","","0.0379794989824553"
"qanche","qanche-RAISE-F","2872","1","0.0213898427646379",""
"","qanche-RAISE-B","48","","","0.978610157235362"
"qanuniyet","qanuniyet-RAISE-F","48","1","0.0111191669453016",""
"","qanuniyet-RAISE-B","0","","","0.988880833054698"
"qapartma","qapartma-RAISE-F","0","1","0.981635069165727",""
"","qapartma-RAISE-B","6","","","0.0183649308342727"
"qapla","qapla-RAISE-F","0","1","0.992208312542223",""
"","qapla-RAISE-B","21","","","0.00779168745777725"
"qara","qara-RAISE-F","0","1","0.999036574750775",""
"","qara-RAISE-B","2602","","","0.000963425249224992"
"qaram","qaram-RAISE-F","0","1","0.983091268481513",""
"","qaram-RAISE-B","2","","","0.0169087315184868"
"qarangghulash","qarangghulash-RAISE-F","0","1","0.968110783643317",""
"","qarangghulash-RAISE-B","1","","","0.0318892163566826"
"qarash","qarash-RAISE-F","1.00000000000001","1","0.998820424888972",""
"","qarash-RAISE-B","449","","","0.00117957511102751"
"qarat","qarat-RAISE-F","0","1","0.993654564160656",""
"","qarat-RAISE-B","36","","","0.00634543583934388"
"qarawulxana","qarawulxana-RAISE-F","0","1","0.984478167342295",""
"","qarawulxana-RAISE-B","42","","","0.0155218326577051"
"qaray","qaray-RAISE-F","0","1","0.970407046531266",""
"","qaray-RAISE-B","24","","","0.029592953468734"
"qarila","qarila-RAISE-F","0","1","0.994937202629066",""
"","qarila-RAISE-B","16","","","0.00506279737093429"
"qarshilash","qarshilash-RAISE-F","0","1","0.987744006485508",""
"","qarshilash-RAISE-B","14","","","0.0122559935144918"
"qasha","qasha-RAISE-F","0","1","0.974860015473068",""
"","qasha-RAISE-B","3","","","0.0251399845269321"
"qassapxana","qassapxana-RAISE-F","0","1","0.939252326769985",""
"","qassapxana-RAISE-B","1","","","0.0607476732300152"
"qatlam","qatlam-RAISE-F","0","1","0.997461172670126",""
"","qatlam-RAISE-B","1","","","0.00253882732987432"
"qatlima","qatlima-RAISE-F","0","1","0.880924449858283",""
"","qatlima-RAISE-B","2","","","0.119075550141717"
"qatnash","qatnash-RAISE-F","0","1","0.998466335858243",""
"","qatnash-RAISE-B","121","","","0.00153366414175715"
"qawaqxana","qawaqxana-RAISE-F","0","1","0.979525541361031",""
"","qawaqxana-RAISE-B","9","","","0.0204744586389687"
"qaycha","qaycha-RAISE-F","0","1","0.98210353225023",""
"","qaycha-RAISE-B","4","","","0.0178964677497702"
"qayna","qayna-RAISE-F","0","1","0.993429994317506",""
"","qayna-RAISE-B","5","","","0.00657000568249411"
"qaynam","qaynam-RAISE-F","0","1","0.993699903072452",""
"","qaynam-RAISE-B","225","","","0.00630009692754818"
"qaynash","qaynash-RAISE-F","0","1","0.939252326769985",""
"","qaynash-RAISE-B","1","","","0.0607476732300152"
"qaynat","qaynat-RAISE-F","0","1","0.980294185428949",""
"","qaynat-RAISE-B","5","","","0.0197058145710514"
"qayra","qayra-RAISE-F","0","1","0.946267112091697",""
"","qayra-RAISE-B","5","","","0.0537328879083029"
"qaytila","qaytila-RAISE-F","0","1","0.978453616741018",""
"","qaytila-RAISE-B","15","","","0.0215463832589821"
"qaza","qaza-RAISE-F","0","1","0.997446727898338",""
"","qaza-RAISE-B","237","","","0.00255327210166156"
